epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,188.489,0.49316,0.61757,1.10624,0.71855,0.77898,0.81347,0.43389,1.35894,1.47668,2.27714,0.000297232,0.000297232,0.000297232
82,190.684,0.51331,0.61264,1.10469,0.67389,0.82128,0.83305,0.46004,1.26471,1.57325,2.21919,0.000283085,0.000283085,0.000283085
83,193.616,0.44377,0.56419,1.05373,0.86896,0.62365,0.79687,0.44645,1.26827,1.60346,2.19614,0.000268938,0.000268938,0.000268938
84,196.677,0.42958,0.55978,1.048,0.79408,0.60403,0.74813,0.41767,1.30903,1.71905,2.15249,0.000254791,0.000254791,0.000254791
85,198.788,0.41687,0.5254,1.06896,0.83587,0.64992,0.69975,0.38926,1.45587,1.47079,2.28237,0.000240644,0.000240644,0.000240644
86,201.057,0.47675,0.57029,1.08478,0.70309,0.5732,0.60202,0.36891,1.63012,1.26494,2.48778,0.000226497,0.000226497,0.000226497
87,202.903,0.4526,0.54838,1.08784,0.55409,0.70672,0.69204,0.38278,1.66146,1.21789,2.55523,0.000212349,0.000212349,0.000212349
88,204.91,0.41991,0.54114,1.0336,0.63007,0.50527,0.56945,0.36337,1.7464,1.19155,2.67394,0.000198202,0.000198202,0.000198202
89,207.019,0.42679,0.52597,1.05382,0.6239,0.506,0.56157,0.36031,1.77128,1.18877,2.70076,0.000184055,0.000184055,0.000184055
90,210.034,0.41117,0.51834,1.03212,0.90951,0.38889,0.55654,0.35736,1.8101,1.19552,2.75137,0.000169908,0.000169908,0.000169908
91,214.564,0.5501,0.96747,1.23635,0.89808,0.38889,0.55201,0.35639,1.81771,1.21937,2.78314,0.000155761,0.000155761,0.000155761
92,217.113,0.43774,0.86555,1.1181,0.87531,0.38889,0.54023,0.3372,1.85144,1.27537,2.82861,0.000141614,0.000141614,0.000141614
93,219.201,0.40276,0.7392,1.10764,0.57329,0.63889,0.59602,0.3424,1.87491,1.23515,2.87166,0.000127467,0.000127467,0.000127467
94,221.178,0.40976,0.69113,1.12269,0.73584,0.53098,0.61792,0.35685,1.93412,1.25841,2.97191,0.00011332,0.00011332,0.00011332
95,223.744,0.36031,0.65828,1.07038,0.729,0.54137,0.61944,0.36066,1.90533,1.25977,2.95904,9.91726e-05,9.91726e-05,9.91726e-05
96,226.872,0.36964,0.67364,1.07829,0.74224,0.5547,0.62695,0.35109,1.92729,1.35044,2.94654,8.50255e-05,8.50255e-05,8.50255e-05
97,229.057,0.33047,0.65712,1.00972,0.7481,0.5657,0.63762,0.34949,1.87232,1.39703,2.85409,7.08784e-05,7.08784e-05,7.08784e-05
98,230.846,0.35952,0.63688,1.10433,0.68602,0.63889,0.64561,0.35569,1.85737,1.31553,2.82626,5.67313e-05,5.67313e-05,5.67313e-05
99,232.707,0.34809,0.61402,1.04299,0.70624,0.63889,0.64924,0.35597,1.82573,1.34037,2.76924,4.25842e-05,4.25842e-05,4.25842e-05
100,234.643,0.36101,0.61616,1.04966,0.71592,0.64685,0.66054,0.37851,1.80851,1.34435,2.71301,2.84371e-05,2.84371e-05,2.84371e-05
